Customer ID,Date,Time,Hour,Day of Week,Direction,Start Latitude,Start Longitude,End Latitude,End Longitude,Distance (km),ETA (min)
C011,2023-01-01,07:41:00,7,Sunday,Home_to_Office,12.804116898859162,77.57773545793789,12.857950290582755,77.57355662654385,6.0,14.21
C011,2023-01-01,18:23:00,18,Sunday,Office_to_Home,12.857950290582755,77.57355662654385,12.804116898859162,77.57773545793789,6.0,15.82
C012,2023-01-01,08:31:00,8,Sunday,Home_to_Office,12.993981970432399,77.55426980635478,12.832244257450801,77.62646116611872,19.61,51.83
C012,2023-01-01,19:26:00,19,Sunday,Office_to_Home,12.832244257450801,77.62646116611872,12.993981970432399,77.55426980635478,19.61,47.49
C013,2023-01-01,08:01:00,8,Sunday,Home_to_Office,12.966488528160085,77.66574750183038,12.985939530468515,77.62670594215219,4.75,10.65
C013,2023-01-01,17:42:00,17,Sunday,Office_to_Home,12.985939530468515,77.62670594215219,12.966488528160085,77.66574750183038,4.75,13.51
C014,2023-01-01,08:47:00,8,Sunday,Home_to_Office,12.842467822135657,77.57135066533871,12.961624075912884,77.60715493681495,13.81,38.72
C014,2023-01-01,18:34:00,18,Sunday,Office_to_Home,12.961624075912884,77.60715493681495,12.842467822135657,77.57135066533871,13.81,36.12
C015,2023-01-01,08:24:00,8,Sunday,Home_to_Office,12.836364993441421,77.55618690193748,12.926680751302085,77.51805795401089,10.86,27.69
C015,2023-01-01,19:56:00,19,Sunday,Office_to_Home,12.926680751302085,77.51805795401089,12.836364993441421,77.55618690193748,10.86,29.1
C016,2023-01-01,07:19:00,7,Sunday,Home_to_Office,12.836680901970688,77.60853921663166,12.974292118037544,77.66706049911785,16.56,35.93
C016,2023-01-01,18:11:00,18,Sunday,Office_to_Home,12.974292118037544,77.66706049911785,12.836680901970688,77.60853921663166,16.56,41.45
C017,2023-01-01,09:22:00,9,Sunday,Home_to_Office,12.860848448591907,77.52818484499495,12.960734415379823,77.56415601299435,11.77,28.1
C017,2023-01-01,19:21:00,19,Sunday,Office_to_Home,12.960734415379823,77.56415601299435,12.860848448591907,77.52818484499495,11.77,33.34
C018,2023-01-01,09:24:00,9,Sunday,Home_to_Office,12.904951286326448,77.6604393961508,12.837314011777208,77.53730370207997,15.32,36.33
C018,2023-01-01,17:51:00,17,Sunday,Office_to_Home,12.837314011777208,77.53730370207997,12.904951286326448,77.6604393961508,15.32,41.26
C019,2023-01-01,08:05:00,8,Sunday,Home_to_Office,12.886389003728423,77.51491012873595,12.978511799697996,77.50815502831095,10.27,23.97
C019,2023-01-01,17:32:00,17,Sunday,Office_to_Home,12.978511799697996,77.50815502831095,12.886389003728423,77.51491012873595,10.27,33.78
C020,2023-01-01,07:59:00,7,Sunday,Home_to_Office,12.858245828039609,77.6973773873201,12.90786844838313,77.61817858863765,10.21,23.46
C020,2023-01-01,18:44:00,18,Sunday,Office_to_Home,12.90786844838313,77.61817858863765,12.858245828039609,77.6973773873201,10.21,31.47
C021,2023-01-01,08:46:00,8,Sunday,Home_to_Office,12.922370578944475,77.65444895385933,12.961488031032813,77.63551287236845,4.81,12.3
C021,2023-01-01,17:49:00,17,Sunday,Office_to_Home,12.961488031032813,77.63551287236845,12.922370578944475,77.65444895385933,4.81,12.63
C022,2023-01-01,08:29:00,8,Sunday,Home_to_Office,12.827898772130409,77.53974313630684,12.979218259984698,77.50331756578557,17.28,41.84
C022,2023-01-01,19:27:00,19,Sunday,Office_to_Home,12.979218259984698,77.50331756578557,12.827898772130409,77.53974313630684,17.28,49.32
C023,2023-01-01,08:54:00,8,Sunday,Home_to_Office,12.858428929707044,77.50110442342472,12.863600694994373,77.60241861165986,11.0,28.04
C023,2023-01-01,18:22:00,18,Sunday,Office_to_Home,12.863600694994373,77.60241861165986,12.858428929707044,77.50110442342472,11.0,31.66
C024,2023-01-01,09:08:00,9,Sunday,Home_to_Office,12.87327236865874,77.66309228569096,12.822010384905536,77.54529915503959,13.98,34.58
C024,2023-01-01,18:00:00,18,Sunday,Office_to_Home,12.822010384905536,77.54529915503959,12.87327236865874,77.66309228569096,13.98,37.6
C025,2023-01-01,09:33:00,9,Sunday,Home_to_Office,12.891213996843408,77.64137146876952,12.845587032508389,77.6290345580819,5.25,12.92
C025,2023-01-01,17:39:00,17,Sunday,Office_to_Home,12.845587032508389,77.6290345580819,12.891213996843408,77.64137146876952,5.25,14.58
C026,2023-01-01,07:52:00,7,Sunday,Home_to_Office,12.957035192278603,77.6458014336082,12.885421557725252,77.534873285801,14.42,33.87
C026,2023-01-01,19:04:00,19,Sunday,Office_to_Home,12.885421557725252,77.534873285801,12.957035192278603,77.6458014336082,14.42,32.66
C027,2023-01-01,08:28:00,8,Sunday,Home_to_Office,12.839934756431672,77.65425406933718,12.963602953184498,77.63818754762049,13.86,37.87
C027,2023-01-01,19:36:00,19,Sunday,Office_to_Home,12.963602953184498,77.63818754762049,12.839934756431672,77.65425406933718,13.86,39.54
C028,2023-01-01,08:56:00,8,Sunday,Home_to_Office,12.902846887682722,77.51480893034682,12.972146116651269,77.57734706926011,10.26,26.05
C028,2023-01-01,19:48:00,19,Sunday,Office_to_Home,12.972146116651269,77.57734706926011,12.902846887682722,77.51480893034682,10.26,28.67
C029,2023-01-01,08:45:00,8,Sunday,Home_to_Office,12.918482913772408,77.57169314570885,12.80139042610624,77.68734599774734,18.08,45.37
C029,2023-01-01,18:29:00,18,Sunday,Office_to_Home,12.80139042610624,77.68734599774734,12.918482913772408,77.57169314570885,18.08,44.83
C030,2023-01-01,07:22:00,7,Sunday,Home_to_Office,12.809290082544,77.52317381190502,12.902149460515513,77.5275041888292,10.34,25.47
C030,2023-01-01,18:57:00,18,Sunday,Office_to_Home,12.902149460515513,77.5275041888292,12.809290082544,77.52317381190502,10.34,26.91
C031,2023-01-01,09:57:00,9,Sunday,Home_to_Office,12.921508970380287,77.67262068517512,12.883482200629755,77.56821327021005,12.08,23.1
C031,2023-01-01,17:03:00,17,Sunday,Office_to_Home,12.883482200629755,77.56821327021005,12.921508970380287,77.67262068517512,12.08,32.7
C032,2023-01-01,09:01:00,9,Sunday,Home_to_Office,12.834104824737459,77.62465962536551,12.844421562094146,77.52269470424812,11.11,26.53
C032,2023-01-01,19:19:00,19,Sunday,Office_to_Home,12.844421562094146,77.52269470424812,12.834104824737459,77.62465962536551,11.11,31.41
C033,2023-01-01,08:34:00,8,Sunday,Home_to_Office,12.813010318597057,77.56617960497053,12.823973073466737,77.68493872365572,12.93,32.65
C033,2023-01-01,19:42:00,19,Sunday,Office_to_Home,12.823973073466737,77.68493872365572,12.813010318597057,77.56617960497053,12.93,29.59
C034,2023-01-01,07:11:00,7,Sunday,Home_to_Office,12.989777107450667,77.5127116700572,12.867523034280726,77.6754678706762,22.27,51.63
C034,2023-01-01,18:42:00,18,Sunday,Office_to_Home,12.867523034280726,77.6754678706762,12.989777107450667,77.5127116700572,22.27,61.34
C035,2023-01-01,07:12:00,7,Sunday,Home_to_Office,12.993126406614913,77.56219646434313,12.988581940782504,77.55158832554304,1.26,3.15
C035,2023-01-01,17:50:00,17,Sunday,Office_to_Home,12.988581940782504,77.55158832554304,12.993126406614913,77.56219646434313,1.26,3.87
C036,2023-01-01,08:34:00,8,Sunday,Home_to_Office,12.961679469623292,77.56503666440535,12.864640586404152,77.63199680920684,13.0,28.41
C036,2023-01-01,17:25:00,17,Sunday,Office_to_Home,12.864640586404152,77.63199680920684,12.961679469623292,77.56503666440535,13.0,40.18
C037,2023-01-01,08:25:00,8,Sunday,Home_to_Office,12.860922753834675,77.64592123566761,12.903758124348673,77.66344444004025,5.13,13.66
C037,2023-01-01,19:03:00,19,Sunday,Office_to_Home,12.903758124348673,77.66344444004025,12.860922753834675,77.64592123566761,5.13,15.12
C038,2023-01-01,08:52:00,8,Sunday,Home_to_Office,12.819534422801278,77.62751149427105,12.940603791779036,77.6110401623199,13.58,31.27
C038,2023-01-01,17:20:00,17,Sunday,Office_to_Home,12.940603791779036,77.6110401623199,12.819534422801278,77.62751149427105,13.58,37.67
C039,2023-01-01,07:56:00,7,Sunday,Home_to_Office,12.936846605302431,77.67744254851527,12.87272592047586,77.6059301156712,10.53,30.72
C039,2023-01-01,19:48:00,19,Sunday,Office_to_Home,12.87272592047586,77.6059301156712,12.936846605302431,77.67744254851527,10.53,25.5
C040,2023-01-01,09:47:00,9,Sunday,Home_to_Office,12.88803049874792,77.59444298503239,12.994356416544193,77.54837045818009,12.83,31.74
C040,2023-01-01,19:31:00,19,Sunday,Office_to_Home,12.994356416544193,77.54837045818009,12.88803049874792,77.59444298503239,12.83,36.84
C041,2023-01-01,07:11:00,7,Sunday,Home_to_Office,12.824407646968956,77.52391884918767,12.992489458988421,77.51862055356118,18.7,39.92
C041,2023-01-01,17:34:00,17,Sunday,Office_to_Home,12.992489458988421,77.51862055356118,12.824407646968956,77.52391884918767,18.7,53.12
C042,2023-01-01,07:29:00,7,Sunday,Home_to_Office,12.899035382022255,77.6426489574446,12.850356459165074,77.67944315159066,6.72,16.12
C042,2023-01-01,17:21:00,17,Sunday,Office_to_Home,12.850356459165074,77.67944315159066,12.899035382022255,77.6426489574446,6.72,16.91
C043,2023-01-01,07:58:00,7,Sunday,Home_to_Office,12.806877704223044,77.65215700972338,12.899449701178478,77.68008361143266,10.73,24.97
C043,2023-01-01,19:51:00,19,Sunday,Office_to_Home,12.899449701178478,77.68008361143266,12.806877704223044,77.65215700972338,10.73,29.6
C044,2023-01-01,09:57:00,9,Sunday,Home_to_Office,12.981864080415756,77.6122554395139,12.860175661963355,77.62662029145466,13.62,34.98
C044,2023-01-01,19:11:00,19,Sunday,Office_to_Home,12.860175661963355,77.62662029145466,12.981864080415756,77.6122554395139,13.62,31.21
C045,2023-01-01,07:51:00,7,Sunday,Home_to_Office,12.851755996320003,77.65419343599092,12.856968098875495,77.56780595820975,9.38,20.61
C045,2023-01-01,19:15:00,19,Sunday,Office_to_Home,12.856968098875495,77.56780595820975,12.851755996320003,77.65419343599092,9.38,23.87
C046,2023-01-01,07:38:00,7,Sunday,Home_to_Office,12.932504456870797,77.59875911927288,12.807377389470908,77.56984191492253,14.26,34.26
C046,2023-01-01,19:13:00,19,Sunday,Office_to_Home,12.807377389470908,77.56984191492253,12.932504456870797,77.59875911927288,14.26,42.35
C047,2023-01-01,09:57:00,9,Sunday,Home_to_Office,12.862342215217883,77.6045465658764,12.92191286679598,77.64519113577406,7.96,17.71
C047,2023-01-01,19:10:00,19,Sunday,Office_to_Home,12.92191286679598,77.64519113577406,12.862342215217883,77.6045465658764,7.96,21.99
C048,2023-01-01,08:46:00,8,Sunday,Home_to_Office,12.904013604235562,77.58550820367171,12.900535804645772,77.67942205199051,10.19,23.67
C048,2023-01-01,17:37:00,17,Sunday,Office_to_Home,12.900535804645772,77.67942205199051,12.904013604235562,77.58550820367171,10.19,29.28
C049,2023-01-01,09:45:00,9,Sunday,Home_to_Office,12.909342055868656,77.50508382534882,12.810295750249999,77.67741728485302,21.69,53.92
C049,2023-01-01,18:26:00,18,Sunday,Office_to_Home,12.810295750249999,77.67741728485302,12.909342055868656,77.50508382534882,21.69,58.07
C050,2023-01-01,08:01:00,8,Sunday,Home_to_Office,12.836970891105105,77.52157828539866,12.855729292847323,77.65597510917152,14.72,32.34
C050,2023-01-01,19:06:00,19,Sunday,Office_to_Home,12.855729292847323,77.65597510917152,12.836970891105105,77.52157828539866,14.72,41.96
C001,2023-01-02,07:44:00,7,Monday,Home_to_Office,12.874908023769473,77.69391692555291,12.806285837137347,77.68165317719334,7.75,19.63
C001,2023-01-02,19:18:00,19,Monday,Office_to_Home,12.806285837137347,77.68165317719334,12.874908023769473,77.69391692555291,7.75,18.8
C002,2023-01-02,07:43:00,7,Monday,Home_to_Office,12.990142861281983,77.65502656467223,12.927282082252756,77.54791237813339,13.55,38.85
C002,2023-01-02,18:18:00,18,Monday,Office_to_Home,12.927282082252756,77.54791237813339,12.990142861281983,77.65502656467223,13.55,32.34
C003,2023-01-02,09:02:00,9,Monday,Home_to_Office,12.94639878836228,77.68789978831283,12.862871196215266,77.52897897441825,19.57,49.23
C003,2023-01-02,18:57:00,18,Monday,Office_to_Home,12.862871196215266,77.52897897441825,12.94639878836228,77.68789978831283,19.57,61.75
C004,2023-01-02,07:40:00,7,Monday,Home_to_Office,12.919731696839408,77.67896547008553,12.901714138232942,77.59789055205552,9.01,20.27
C004,2023-01-02,18:56:00,18,Monday,Office_to_Home,12.901714138232942,77.59789055205552,12.919731696839408,77.67896547008553,9.01,22.28
C005,2023-01-02,09:59:00,9,Monday,Home_to_Office,12.831203728088488,77.61957999576222,12.981513294785218,77.69713009082213,18.71,42.55
C005,2023-01-02,18:52:00,18,Monday,Office_to_Home,12.981513294785218,77.69713009082213,12.831203728088488,77.61957999576222,18.71,52.95
C006,2023-01-02,08:57:00,8,Monday,Home_to_Office,12.831198904067241,77.68437484700462,12.849858445829776,77.5484110543023,14.89,35.1
C006,2023-01-02,17:35:00,17,Monday,Office_to_Home,12.849858445829776,77.5484110543023,12.831198904067241,77.68437484700462,14.89,40.55
C007,2023-01-02,09:18:00,9,Monday,Home_to_Office,12.81161672243364,77.51769850041039,12.882076584607127,77.63442710948118,14.88,35.65
C007,2023-01-02,17:48:00,17,Monday,Office_to_Home,12.882076584607127,77.63442710948118,12.81161672243364,77.51769850041039,14.88,38.83
C008,2023-01-02,08:14:00,8,Monday,Home_to_Office,12.973235229154987,77.53919657248383,12.95111022770861,77.65232392306575,12.5,25.6
C008,2023-01-02,18:02:00,18,Monday,Office_to_Home,12.95111022770861,77.65232392306575,12.973235229154987,77.53919657248383,12.5,36.66
C009,2023-01-02,09:56:00,9,Monday,Home_to_Office,12.920223002348642,77.50904545778211,12.845759633098325,77.54752750879848,9.27,22.51
C009,2023-01-02,17:07:00,17,Monday,Office_to_Home,12.845759633098325,77.54752750879848,12.920223002348642,77.50904545778211,9.27,26.75
C010,2023-01-02,08:27:00,8,Monday,Home_to_Office,12.941614515559209,77.56506606615265,12.815395981965759,77.64564326972237,16.53,43.92
C010,2023-01-02,18:27:00,18,Monday,Office_to_Home,12.815395981965759,77.64564326972237,12.941614515559209,77.56506606615265,16.53,39.39
C011,2023-01-02,07:40:00,7,Monday,Home_to_Office,12.804116898859162,77.57773545793789,12.857950290582755,77.57355662654385,6.0,14.79
C011,2023-01-02,19:16:00,19,Monday,Office_to_Home,12.857950290582755,77.57355662654385,12.804116898859162,77.57773545793789,6.0,19.28
C012,2023-01-02,07:32:00,7,Monday,Home_to_Office,12.993981970432399,77.55426980635478,12.832244257450801,77.62646116611872,19.61,41.35
C012,2023-01-02,17:12:00,17,Monday,Office_to_Home,12.832244257450801,77.62646116611872,12.993981970432399,77.55426980635478,19.61,61.89
C013,2023-01-02,08:34:00,8,Monday,Home_to_Office,12.966488528160085,77.66574750183038,12.985939530468515,77.62670594215219,4.75,10.76
C013,2023-01-02,18:09:00,18,Monday,Office_to_Home,12.985939530468515,77.62670594215219,12.966488528160085,77.66574750183038,4.75,11.42
C014,2023-01-02,08:49:00,8,Monday,Home_to_Office,12.842467822135657,77.57135066533871,12.961624075912884,77.60715493681495,13.81,36.76
C014,2023-01-02,17:53:00,17,Monday,Office_to_Home,12.961624075912884,77.60715493681495,12.842467822135657,77.57135066533871,13.81,37.02
C015,2023-01-02,07:17:00,7,Monday,Home_to_Office,12.836364993441421,77.55618690193748,12.926680751302085,77.51805795401089,10.86,30.2
C015,2023-01-02,18:58:00,18,Monday,Office_to_Home,12.926680751302085,77.51805795401089,12.836364993441421,77.55618690193748,10.86,26.37
C016,2023-01-02,09:48:00,9,Monday,Home_to_Office,12.836680901970688,77.60853921663166,12.974292118037544,77.66706049911785,16.56,40.12
C016,2023-01-02,19:00:00,19,Monday,Office_to_Home,12.974292118037544,77.66706049911785,12.836680901970688,77.60853921663166,16.56,40.61
C017,2023-01-02,07:47:00,7,Monday,Home_to_Office,12.860848448591907,77.52818484499495,12.960734415379823,77.56415601299435,11.77,27.77
C017,2023-01-02,17:30:00,17,Monday,Office_to_Home,12.960734415379823,77.56415601299435,12.860848448591907,77.52818484499495,11.77,33.58
C018,2023-01-02,07:37:00,7,Monday,Home_to_Office,12.904951286326448,77.6604393961508,12.837314011777208,77.53730370207997,15.32,36.29
C018,2023-01-02,17:36:00,17,Monday,Office_to_Home,12.837314011777208,77.53730370207997,12.904951286326448,77.6604393961508,15.32,38.93
C019,2023-01-02,08:09:00,8,Monday,Home_to_Office,12.886389003728423,77.51491012873595,12.978511799697996,77.50815502831095,10.27,27.63
C019,2023-01-02,17:45:00,17,Monday,Office_to_Home,12.978511799697996,77.50815502831095,12.886389003728423,77.51491012873595,10.27,29.73
C020,2023-01-02,07:50:00,7,Monday,Home_to_Office,12.858245828039609,77.6973773873201,12.90786844838313,77.61817858863765,10.21,26.33
C020,2023-01-02,17:48:00,17,Monday,Office_to_Home,12.90786844838313,77.61817858863765,12.858245828039609,77.6973773873201,10.21,29.64
C021,2023-01-02,08:27:00,8,Monday,Home_to_Office,12.922370578944475,77.65444895385933,12.961488031032813,77.63551287236845,4.81,15.99
C021,2023-01-02,19:58:00,19,Monday,Office_to_Home,12.961488031032813,77.63551287236845,12.922370578944475,77.65444895385933,4.81,13.44
C022,2023-01-02,08:11:00,8,Monday,Home_to_Office,12.827898772130409,77.53974313630684,12.979218259984698,77.50331756578557,17.28,43.44
C022,2023-01-02,19:14:00,19,Monday,Office_to_Home,12.979218259984698,77.50331756578557,12.827898772130409,77.53974313630684,17.28,38.3
C023,2023-01-02,07:20:00,7,Monday,Home_to_Office,12.858428929707044,77.50110442342472,12.863600694994373,77.60241861165986,11.0,24.17
C023,2023-01-02,19:37:00,19,Monday,Office_to_Home,12.863600694994373,77.60241861165986,12.858428929707044,77.50110442342472,11.0,28.63
C024,2023-01-02,08:37:00,8,Monday,Home_to_Office,12.87327236865874,77.66309228569096,12.822010384905536,77.54529915503959,13.98,29.73
C024,2023-01-02,19:26:00,19,Monday,Office_to_Home,12.822010384905536,77.54529915503959,12.87327236865874,77.66309228569096,13.98,34.18
C025,2023-01-02,09:33:00,9,Monday,Home_to_Office,12.891213996843408,77.64137146876952,12.845587032508389,77.6290345580819,5.25,12.39
C025,2023-01-02,19:59:00,19,Monday,Office_to_Home,12.845587032508389,77.6290345580819,12.891213996843408,77.64137146876952,5.25,17.83
C026,2023-01-02,08:54:00,8,Monday,Home_to_Office,12.957035192278603,77.6458014336082,12.885421557725252,77.534873285801,14.42,30.03
C026,2023-01-02,17:03:00,17,Monday,Office_to_Home,12.885421557725252,77.534873285801,12.957035192278603,77.6458014336082,14.42,38.53
C027,2023-01-02,08:55:00,8,Monday,Home_to_Office,12.839934756431672,77.65425406933718,12.963602953184498,77.63818754762049,13.86,32.08
C027,2023-01-02,17:33:00,17,Monday,Office_to_Home,12.963602953184498,77.63818754762049,12.839934756431672,77.65425406933718,13.86,35.89
C028,2023-01-02,08:52:00,8,Monday,Home_to_Office,12.902846887682722,77.51480893034682,12.972146116651269,77.57734706926011,10.26,27.12
C028,2023-01-02,19:47:00,19,Monday,Office_to_Home,12.972146116651269,77.57734706926011,12.902846887682722,77.51480893034682,10.26,29.61
C029,2023-01-02,09:50:00,9,Monday,Home_to_Office,12.918482913772408,77.57169314570885,12.80139042610624,77.68734599774734,18.08,52.52
C029,2023-01-02,19:10:00,19,Monday,Office_to_Home,12.80139042610624,77.68734599774734,12.918482913772408,77.57169314570885,18.08,41.61
C030,2023-01-02,08:15:00,8,Monday,Home_to_Office,12.809290082544,77.52317381190502,12.902149460515513,77.5275041888292,10.34,27.2
C030,2023-01-02,17:02:00,17,Monday,Office_to_Home,12.902149460515513,77.5275041888292,12.809290082544,77.52317381190502,10.34,26.99
C031,2023-01-02,09:26:00,9,Monday,Home_to_Office,12.921508970380287,77.67262068517512,12.883482200629755,77.56821327021005,12.08,31.48
C031,2023-01-02,18:50:00,18,Monday,Office_to_Home,12.883482200629755,77.56821327021005,12.921508970380287,77.67262068517512,12.08,31.5
C032,2023-01-02,09:20:00,9,Monday,Home_to_Office,12.834104824737459,77.62465962536551,12.844421562094146,77.52269470424812,11.11,27.85
C032,2023-01-02,17:21:00,17,Monday,Office_to_Home,12.844421562094146,77.52269470424812,12.834104824737459,77.62465962536551,11.11,32.67
C033,2023-01-02,07:05:00,7,Monday,Home_to_Office,12.813010318597057,77.56617960497053,12.823973073466737,77.68493872365572,12.93,31.31
C033,2023-01-02,18:45:00,18,Monday,Office_to_Home,12.823973073466737,77.68493872365572,12.813010318597057,77.56617960497053,12.93,38.94
C034,2023-01-02,08:48:00,8,Monday,Home_to_Office,12.989777107450667,77.5127116700572,12.867523034280726,77.6754678706762,22.27,46.19
C034,2023-01-02,17:25:00,17,Monday,Office_to_Home,12.867523034280726,77.6754678706762,12.989777107450667,77.5127116700572,22.27,60.54
C035,2023-01-02,07:46:00,7,Monday,Home_to_Office,12.993126406614913,77.56219646434313,12.988581940782504,77.55158832554304,1.26,3.19
C035,2023-01-02,18:42:00,18,Monday,Office_to_Home,12.988581940782504,77.55158832554304,12.993126406614913,77.56219646434313,1.26,3.36
C036,2023-01-02,09:47:00,9,Monday,Home_to_Office,12.961679469623292,77.56503666440535,12.864640586404152,77.63199680920684,13.0,31.49
C036,2023-01-02,17:07:00,17,Monday,Office_to_Home,12.864640586404152,77.63199680920684,12.961679469623292,77.56503666440535,13.0,36.19
C037,2023-01-02,07:34:00,7,Monday,Home_to_Office,12.860922753834675,77.64592123566761,12.903758124348673,77.66344444004025,5.13,12.85
C037,2023-01-02,19:55:00,19,Monday,Office_to_Home,12.903758124348673,77.66344444004025,12.860922753834675,77.64592123566761,5.13,14.76
C038,2023-01-02,08:13:00,8,Monday,Home_to_Office,12.819534422801278,77.62751149427105,12.940603791779036,77.6110401623199,13.58,37.09
C038,2023-01-02,18:44:00,18,Monday,Office_to_Home,12.940603791779036,77.6110401623199,12.819534422801278,77.62751149427105,13.58,32.94
C039,2023-01-02,08:13:00,8,Monday,Home_to_Office,12.936846605302431,77.67744254851527,12.87272592047586,77.6059301156712,10.53,23.64
C039,2023-01-02,19:46:00,19,Monday,Office_to_Home,12.87272592047586,77.6059301156712,12.936846605302431,77.67744254851527,10.53,27.54
C040,2023-01-02,07:17:00,7,Monday,Home_to_Office,12.88803049874792,77.59444298503239,12.994356416544193,77.54837045818009,12.83,27.45
C040,2023-01-02,19:24:00,19,Monday,Office_to_Home,12.994356416544193,77.54837045818009,12.88803049874792,77.59444298503239,12.83,45.07
C041,2023-01-02,09:36:00,9,Monday,Home_to_Office,12.824407646968956,77.52391884918767,12.992489458988421,77.51862055356118,18.7,43.96
C041,2023-01-02,17:38:00,17,Monday,Office_to_Home,12.992489458988421,77.51862055356118,12.824407646968956,77.52391884918767,18.7,57.78
C042,2023-01-02,08:25:00,8,Monday,Home_to_Office,12.899035382022255,77.6426489574446,12.850356459165074,77.67944315159066,6.72,18.44
C042,2023-01-02,17:19:00,17,Monday,Office_to_Home,12.850356459165074,77.67944315159066,12.899035382022255,77.6426489574446,6.72,18.0
C043,2023-01-02,07:03:00,7,Monday,Home_to_Office,12.806877704223044,77.65215700972338,12.899449701178478,77.68008361143266,10.73,23.25
C043,2023-01-02,18:46:00,18,Monday,Office_to_Home,12.899449701178478,77.68008361143266,12.806877704223044,77.65215700972338,10.73,33.21
C044,2023-01-02,09:21:00,9,Monday,Home_to_Office,12.981864080415756,77.6122554395139,12.860175661963355,77.62662029145466,13.62,29.14
C044,2023-01-02,17:43:00,17,Monday,Office_to_Home,12.860175661963355,77.62662029145466,12.981864080415756,77.6122554395139,13.62,35.41
C045,2023-01-02,09:41:00,9,Monday,Home_to_Office,12.851755996320003,77.65419343599092,12.856968098875495,77.56780595820975,9.38,24.22
C045,2023-01-02,18:33:00,18,Monday,Office_to_Home,12.856968098875495,77.56780595820975,12.851755996320003,77.65419343599092,9.38,29.27
C046,2023-01-02,09:55:00,9,Monday,Home_to_Office,12.932504456870797,77.59875911927288,12.807377389470908,77.56984191492253,14.26,41.06
C046,2023-01-02,17:32:00,17,Monday,Office_to_Home,12.807377389470908,77.56984191492253,12.932504456870797,77.59875911927288,14.26,38.97
C047,2023-01-02,07:21:00,7,Monday,Home_to_Office,12.862342215217883,77.6045465658764,12.92191286679598,77.64519113577406,7.96,20.08
C047,2023-01-02,18:10:00,18,Monday,Office_to_Home,12.92191286679598,77.64519113577406,12.862342215217883,77.6045465658764,7.96,24.5
C048,2023-01-02,08:29:00,8,Monday,Home_to_Office,12.904013604235562,77.58550820367171,12.900535804645772,77.67942205199051,10.19,24.35
C048,2023-01-02,17:35:00,17,Monday,Office_to_Home,12.900535804645772,77.67942205199051,12.904013604235562,77.58550820367171,10.19,30.05
